time arm_1_joint arm_2_joint arm_3_joint arm_4_joint arm_5_joint arm_6_joint arm_7_joint
0.790810108185 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.790810108185 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.801081180573 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.801081180573 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.811083078384 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.811083078384 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.821014165878 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.821014165878 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.831204175949 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.831204175949 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.841128110886 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.841128110886 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.851160049438 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.851160049438 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.861099004745 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.861099004745 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.871038198471 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.871038198471 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
0.882266998291 0.0734990749973154 0.0987541512772093 -3.100985126657412 1.3742242815200416 2.050055466436567 -0.5199772232553552 1.1399803817947731
